Year,Award,Winner,Name,Film
1995,Actor in a Leading Role,0,Sean Penn,Dead Man Walking
1995,Actor in a Leading Role,0,Massimo Troisi,The Postman (Il Postino)
1995,Actor in a Supporting Role,0,James Cromwell,Babe
1995,Actor in a Supporting Role,0,Ed Harris,Apollo 13
1995,Actor in a Supporting Role,0,Brad Pitt,12 Monkeys
1995,Actor in a Supporting Role,0,Tim Roth,Rob Roy
1995,Actress in a Leading Role,0,Elisabeth Shue,Leaving Las Vegas
1995,Actress in a Leading Role,0,Sharon Stone,Casino
1995,Actress in a Leading Role,0,Meryl Streep,The Bridges of Madison County
1995,Actress in a Leading Role,0,Emma Thompson,Sense and Sensibility
1995,Actress in a Supporting Role,0,Joan Allen,Nixon
1995,Actress in a Supporting Role,0,Kathleen Quinlan,Apollo 13
1995,Actress in a Supporting Role,0,Mare Winningham,Georgia
1995,Actress in a Supporting Role,0,Kate Winslet,Sense and Sensibility
1996,Actor in a Leading Role,1,Geoffrey Rush,Shine
1996,Actor in a Supporting Role,1,"Cuba Gooding, Jr.",Jerry Maguire
1996,Actress in a Leading Role,1,Frances McDormand,Fargo
1996,Actress in a Supporting Role,1,Juliette Binoche,The English Patient
1996,Actor in a Leading Role,0,Tom Cruise,Jerry Maguire
1996,Actor in a Leading Role,0,Ralph Fiennes,The English Patient
1996,Actor in a Leading Role,0,Woody Harrelson,The People vs. Larry Flynt
1996,Actor in a Leading Role,0,Billy Bob Thornton,Sling Blade
1996,Actor in a Supporting Role,0,William H. Macy,Fargo
1996,Actor in a Supporting Role,0,Armin Mueller-Stahl,Shine
1996,Actor in a Supporting Role,0,Edward Norton,Primal Fear
1996,Actor in a Supporting Role,0,James Woods,Ghosts of Mississippi
1996,Actress in a Leading Role,0,Brenda Blethyn,Secrets & Lies
1996,Actress in a Leading Role,0,Diane Keaton,Marvin's Room
1996,Actress in a Leading Role,0,Kristin Scott Thomas,The English Patient
1996,Actress in a Leading Role,0,Emily Watson,Breaking the Waves
1996,Actress in a Supporting Role,0,Joan Allen,The Crucible
1996,Actress in a Supporting Role,0,Lauren Bacall,The Mirror Has Two Faces
1996,Actress in a Supporting Role,0,Barbara Hershey,The Portrait of a Lady
1996,Actress in a Supporting Role,0,Marianne Jean-Baptiste,Secrets & Lies
1997,Actor in a Leading Role,1,Jack Nicholson,As Good as It Gets
1997,Actor in a Supporting Role,1,Robin Williams,Good Will Hunting
1997,Actress in a Leading Role,1,Helen Hunt,As Good as It Gets
1997,Actress in a Supporting Role,1,Kim Basinger,L.A. Confidential
1997,Actor in a Leading Role,0,Matt Damon,Good Will Hunting
1997,Actor in a Leading Role,0,Robert Duvall,The Apostle
1997,Actor in a Leading Role,0,Peter Fonda,Ulee's Gold
1997,Actor in a Leading Role,0,Dustin Hoffman,Wag the Dog
1997,Actor in a Supporting Role,0,Robert Forster,Jackie Brown
1997,Actor in a Supporting Role,0,Anthony Hopkins,Amistad
1997,Actor in a Supporting Role,0,Greg Kinnear,As Good as It Gets
1997,Actor in a Supporting Role,0,Burt Reynolds,Boogie Nights
1997,Actress in a Leading Role,0,Helena Bonham Carter,The Wings of the Dove
1997,Actress in a Leading Role,0,Julie Christie,Afterglow
1997,Actress in a Leading Role,0,Judi Dench,Mrs. Brown
1997,Actress in a Leading Role,0,Kate Winslet,Titanic
1997,Actress in a Supporting Role,0,Joan Cusack,In & Out
1997,Actress in a Supporting Role,0,Minnie Driver,Good Will Hunting
1997,Actress in a Supporting Role,0,Julianne Moore,Boogie Nights
1997,Actress in a Supporting Role,0,Gloria Stuart,Titanic
1998,Actor in a Leading Role,1,Roberto Benigni,Life Is Beautiful
1998,Actor in a Supporting Role,1,James Coburn,Affliction
1998,Actress in a Leading Role,1,Gwyneth Paltrow,Shakespeare in Love
1998,Actress in a Supporting Role,1,Judi Dench,Shakespeare in Love
1998,Actor in a Leading Role,0,Tom Hanks,Saving Private Ryan
1998,Actor in a Leading Role,0,Ian McKellen,Gods and Monsters
1998,Actor in a Leading Role,0,Nick Nolte,Affliction
1998,Actor in a Leading Role,0,Edward Norton,American History X
1998,Actor in a Supporting Role,0,Robert Duvall,A Civil Action
1998,Actor in a Supporting Role,0,Ed Harris,The Truman Show
1998,Actor in a Supporting Role,0,Geoffrey Rush,Shakespeare in Love
1998,Actor in a Supporting Role,0,Billy Bob Thornton,A Simple Plan
1998,Actress in a Leading Role,0,Cate Blanchett,Elizabeth
1998,Actress in a Leading Role,0,Fernanda Montenegro,Central Station
1998,Actress in a Leading Role,0,Meryl Streep,One True Thing
1998,Actress in a Leading Role,0,Emily Watson,Hilary and Jackie
1998,Actress in a Supporting Role,0,Kathy Bates,Primary Colors
1998,Actress in a Supporting Role,0,Brenda Blethyn,Little Voice
1998,Actress in a Supporting Role,0,Rachel Griffiths,Hilary and Jackie
1998,Actress in a Supporting Role,0,Lynn Redgrave,Gods and Monsters
1999,Actor in a Leading Role,1,Kevin Spacey,American Beauty
1999,Actor in a Supporting Role,1,Michael Caine,The Cider House Rules
1999,Actress in a Leading Role,1,Hilary Swank,Boys Don't Cry
1999,Actress in a Supporting Role,1,Angelina Jolie,"Girl, Interrupted"
1999,Actor in a Leading Role,0,Russell Crowe,The Insider
1999,Actor in a Leading Role,0,Richard Farnsworth,The Straight Story
1999,Actor in a Leading Role,0,Sean Penn,Sweet and Lowdown
1999,Actor in a Leading Role,0,Denzel Washington,The Hurricane
1999,Actor in a Supporting Role,0,Tom Cruise,Magnolia
1999,Actor in a Supporting Role,0,Michael Clarke Duncan,The Green Mile
1999,Actor in a Supporting Role,0,Jude Law,The Talented Mr. Ripley
1999,Actor in a Supporting Role,0,Haley Joel Osment,The Sixth Sense
1999,Actress in a Leading Role,0,Annette Bening,American Beauty
1999,Actress in a Leading Role,0,Janet McTeer,Tumbleweeds
1999,Actress in a Leading Role,0,Julianne Moore,The End of the Affair
1999,Actress in a Leading Role,0,Meryl Streep,Music of the Heart
1999,Actress in a Supporting Role,0,Toni Collette,The Sixth Sense
1999,Actress in a Supporting Role,0,Catherine Keener,Being John Malkovich
1999,Actress in a Supporting Role,0,Samantha Morton,Sweet and Lowdown
1999,Actress in a Supporting Role,0,Chloí‚ Sevigny,Boys Don't Cry
2000,Actor in a Leading Role,1,Russell Crowe,Gladiator
2000,Actor in a Supporting Role,1,Benicio Del Toro,Traffic
2000,Actress in a Leading Role,1,Julia Roberts,Erin Brockovich
2000,Actress in a Supporting Role,1,Marcia Gay Harden,Pollock
2000,Actor in a Leading Role,0,Javier Bardem,Before Night Falls
2000,Actor in a Leading Role,0,Tom Hanks,Cast Away
2000,Actor in a Leading Role,0,Ed Harris,Pollock
2000,Actor in a Leading Role,0,Geoffrey Rush,Quills
2000,Actor in a Supporting Role,0,Jeff Bridges,The Contender
2000,Actor in a Supporting Role,0,Willem Dafoe,Shadow of the Vampire
2000,Actor in a Supporting Role,0,Albert Finney,Erin Brockovich
2000,Actor in a Supporting Role,0,Joaquin Phoenix,Gladiator
2000,Actress in a Leading Role,0,Joan Allen,The Contender
2000,Actress in a Leading Role,0,Juliette Binoche,Chocolat
2000,Actress in a Leading Role,0,Ellen Burstyn,Requiem for a Dream
2000,Actress in a Leading Role,0,Laura Linney,You Can Count on Me
2000,Actress in a Supporting Role,0,Judi Dench,Chocolat
2000,Actress in a Supporting Role,0,Kate Hudson,Almost Famous
2000,Actress in a Supporting Role,0,Frances McDormand,Almost Famous
2000,Actress in a Supporting Role,0,Julie Walters,Billy Elliot
2001,Actor in a Leading Role,1,Denzel Washington,Training Day
2001,Actor in a Supporting Role,1,Jim Broadbent,Iris
2001,Actress in a Leading Role,1,Halle Berry,Monster's Ball
2001,Actress in a Supporting Role,1,Jennifer Connelly,A Beautiful Mind
2001,Actor in a Leading Role,0,Russell Crowe,A Beautiful Mind
2001,Actor in a Leading Role,0,Sean Penn,I Am Sam
2001,Actor in a Leading Role,0,Will Smith,Ali
2001,Actor in a Leading Role,0,Tom Wilkinson,In the Bedroom
2001,Actor in a Supporting Role,0,Ethan Hawke,Training Day
2001,Actor in a Supporting Role,0,Ben Kingsley,Sexy Beast
2001,Actor in a Supporting Role,0,Ian McKellen,The Lord of the Rings: The Fellowship of the Ring
2001,Actor in a Supporting Role,0,Jon Voight,Ali
2001,Actress in a Leading Role,0,Judi Dench,Iris
2001,Actress in a Leading Role,0,Nicole Kidman,Moulin Rouge
2001,Actress in a Leading Role,0,Sissy Spacek,In the Bedroom
2001,Actress in a Leading Role,0,Rení©e Zellweger,Bridget Jones's Diary
2001,Actress in a Supporting Role,0,Helen Mirren,Gosford Park
2001,Actress in a Supporting Role,0,Maggie Smith,Gosford Park
2001,Actress in a Supporting Role,0,Marisa Tomei,In the Bedroom
2001,Actress in a Supporting Role,0,Kate Winslet,Iris
2002,Actor in a Leading Role,1,Adrien Brody,The Pianist
2002,Actor in a Supporting Role,1,Chris Cooper,Adaptation
2002,Actress in a Leading Role,1,Nicole Kidman,The Hours
2002,Actress in a Supporting Role,1,Catherine Zeta-Jones,Chicago
2002,Actor in a Leading Role,0,Nicolas Cage,Adaptation
2002,Actor in a Leading Role,0,Michael Caine,The Quiet American
2002,Actor in a Leading Role,0,Daniel Day-Lewis,Gangs of New York
2002,Actor in a Leading Role,0,Jack Nicholson,About Schmidt
2002,Actor in a Supporting Role,0,Ed Harris,The Hours
2002,Actor in a Supporting Role,0,Paul Newman,Road to Perdition
2002,Actor in a Supporting Role,0,John C. Reilly,Chicago
2002,Actor in a Supporting Role,0,Christopher Walken,Catch Me If You Can
2002,Actress in a Leading Role,0,Salma Hayek,Frida
2002,Actress in a Leading Role,0,Diane Lane,Unfaithful
2002,Actress in a Leading Role,0,Julianne Moore,Far from Heaven
2002,Actress in a Leading Role,0,Rení©e Zellweger,Chicago
2002,Actress in a Supporting Role,0,Kathy Bates,About Schmidt
2002,Actress in a Supporting Role,0,Julianne Moore,The Hours
2002,Actress in a Supporting Role,0,Queen Latifah,Chicago
2002,Actress in a Supporting Role,0,Meryl Streep,Adaptation
2003,Actor in a Leading Role,1,Sean Penn,Mystic River
2003,Actor in a Supporting Role,1,Tim Robbins,Mystic River
2003,Actress in a Leading Role,1,Charlize Theron,Monster
2003,Actress in a Supporting Role,1,Rení©e Zellweger,Cold Mountain
2003,Actor in a Leading Role,0,Johnny Depp,Pirates of the Caribbean: The Curse of the Black Pearl
2003,Actor in a Leading Role,0,Ben Kingsley,House of Sand and Fog
2003,Actor in a Leading Role,0,Jude Law,Cold Mountain
2003,Actor in a Leading Role,0,Bill Murray,Lost in Translation
2003,Actor in a Supporting Role,0,Alec Baldwin,The Cooler
2003,Actor in a Supporting Role,0,Benicio Del Toro,21 Grams
2003,Actor in a Supporting Role,0,Djimon Hounsou,In America
2003,Actor in a Supporting Role,0,Ken Watanabe,The Last Samurai
2003,Actress in a Leading Role,0,Keisha Castle-Hughes,Whale Rider
2003,Actress in a Leading Role,0,Diane Keaton,Something's Gotta Give
2003,Actress in a Leading Role,0,Samantha Morton,In America
2003,Actress in a Leading Role,0,Naomi Watts,21 Grams
2003,Actress in a Supporting Role,0,Shohreh Aghdashloo,House of Sand and Fog
2003,Actress in a Supporting Role,0,Patricia Clarkson,Pieces of April
2003,Actress in a Supporting Role,0,Marcia Gay Harden,Mystic River
2003,Actress in a Supporting Role,0,Holly Hunter,Thirteen
2004,Actor in a Leading Role,1,Jamie Foxx,Ray
2004,Actor in a Supporting Role,1,Morgan Freeman,Million Dollar Baby
2004,Actress in a Leading Role,1,Hilary Swank,Million Dollar Baby
2004,Actress in a Supporting Role,1,Cate Blanchett,The Aviator
2004,Actor in a Leading Role,0,Don Cheadle,Hotel Rwanda
2004,Actor in a Leading Role,0,Johnny Depp,Finding Neverland
2004,Actor in a Leading Role,0,Leonardo DiCaprio,The Aviator
2004,Actor in a Leading Role,0,Clint Eastwood,Million Dollar Baby
2004,Actor in a Supporting Role,0,Alan Alda,The Aviator
2004,Actor in a Supporting Role,0,Thomas Haden Church,Sideways
2004,Actor in a Supporting Role,0,Jamie Foxx,Collateral
2004,Actor in a Supporting Role,0,Clive Owen,Closer
2004,Actress in a Leading Role,0,Annette Bening,Being Julia
2004,Actress in a Leading Role,0,Catalina Sandino Moreno,Maria Full of Grace
2004,Actress in a Leading Role,0,Imelda Staunton,Vera Drake
2004,Actress in a Leading Role,0,Kate Winslet,Eternal Sunshine of the Spotless Mind
2004,Actress in a Supporting Role,0,Laura Linney,Kinsey
2004,Actress in a Supporting Role,0,Virginia Madsen,Sideways
2004,Actress in a Supporting Role,0,Sophie Okonedo,Hotel Rwanda
2004,Actress in a Supporting Role,0,Natalie Portman,Closer
2005,Actor in a Leading Role,1,Philip Seymour Hoffman,Capote
2005,Actor in a Supporting Role,1,George Clooney,Syriana
2005,Actress in a Leading Role,1,Reese Witherspoon,Walk the Line
2005,Actress in a Supporting Role,1,Rachel Weisz,The Constant Gardener
2005,Actor in a Leading Role,0,Terrence Howard,Hustle & Flow
2005,Actor in a Leading Role,0,Heath Ledger,Brokeback Mountain
2005,Actor in a Leading Role,0,Joaquin Phoenix,Walk the Line
2005,Actor in a Leading Role,0,David Strathairn,"Good Night, and Good Luck."
2005,Actor in a Supporting Role,0,Matt Dillon,Crash
2005,Actor in a Supporting Role,0,Paul Giamatti,Cinderella Man
2005,Actor in a Supporting Role,0,Jake Gyllenhaal,Brokeback Mountain
2005,Actor in a Supporting Role,0,William Hurt,A History of Violence
2005,Actress in a Leading Role,0,Judi Dench,Mrs. Henderson Presents
2005,Actress in a Leading Role,0,Felicity Huffman,Transamerica
2005,Actress in a Leading Role,0,Keira Knightley,Pride & Prejudice
2005,Actress in a Leading Role,0,Charlize Theron,North Country
2005,Actress in a Supporting Role,0,Amy Adams,Junebug
2005,Actress in a Supporting Role,0,Catherine Keener,Capote
2005,Actress in a Supporting Role,0,Frances McDormand,North Country
2005,Actress in a Supporting Role,0,Michelle Williams,Brokeback Mountain
2006,Actor in a Leading Role,1,Forest Whitaker,The Last King of Scotland
2006,Actor in a Supporting Role,1,Alan Arkin,Little Miss Sunshine
2006,Actress in a Leading Role,1,Helen Mirren,The Queen
2006,Actress in a Supporting Role,1,Jennifer Hudson,Dreamgirls
2006,Actor in a Leading Role,0,Leonardo DiCaprio,Blood Diamond
2006,Actor in a Leading Role,0,Ryan Gosling,Half Nelson
2006,Actor in a Leading Role,0,Peter O'Toole,Venus
2006,Actor in a Leading Role,0,Will Smith,The Pursuit of Happyness
2006,Actor in a Supporting Role,0,Jackie Earle Haley,Little Children
2006,Actor in a Supporting Role,0,Djimon Hounsou,Blood Diamond
2006,Actor in a Supporting Role,0,Eddie Murphy,Dreamgirls
2006,Actor in a Supporting Role,0,Mark Wahlberg,The Departed
2006,Actress in a Leading Role,0,Pení©lope Cruz,Volver
2006,Actress in a Leading Role,0,Judi Dench,Notes on a Scandal
2006,Actress in a Leading Role,0,Meryl Streep,The Devil Wears Prada
2006,Actress in a Leading Role,0,Kate Winslet,Little Children
2006,Actress in a Supporting Role,0,Adriana Barraza,Babel
2006,Actress in a Supporting Role,0,Cate Blanchett,Notes on a Scandal
2006,Actress in a Supporting Role,0,Abigail Breslin,Little Miss Sunshine
2006,Actress in a Supporting Role,0,Rinko Kikuchi,Babel
2007,Actor in a Leading Role,1,Daniel Day-Lewis,There Will Be Blood
2007,Actor in a Supporting Role,1,Javier Bardem,No Country for Old Men
2007,Actress in a Leading Role,1,Marion Cotillard,La Vie en Rose
2007,Actress in a Supporting Role,1,Tilda Swinton,Michael Clayton
2007,Actor in a Leading Role,0,George Clooney,Michael Clayton
2007,Actor in a Leading Role,0,Johnny Depp,Sweeney Todd The Demon Barber of Fleet Street
2007,Actor in a Leading Role,0,Tommy Lee Jones,In the Valley of Elah
2007,Actor in a Leading Role,0,Viggo Mortensen,Eastern Promises
2007,Actor in a Supporting Role,0,Casey Affleck,The Assassination of Jesse James by the Coward Robert Ford
2007,Actor in a Supporting Role,0,Philip Seymour Hoffman,Charlie Wilson's War
2007,Actor in a Supporting Role,0,Hal Holbrook,Into the Wild
2007,Actor in a Supporting Role,0,Tom Wilkinson,Michael Clayton
2007,Actress in a Leading Role,0,Cate Blanchett,Elizabeth: The Golden Age
2007,Actress in a Leading Role,0,Julie Christie,Away from Her
2007,Actress in a Leading Role,0,Laura Linney,The Savages
2007,Actress in a Leading Role,0,Ellen Page,Juno
2007,Actress in a Supporting Role,0,Cate Blanchett,I'm Not There
2007,Actress in a Supporting Role,0,Ruby Dee,American Gangster
2007,Actress in a Supporting Role,0,Saoirse Ronan,Atonement
2007,Actress in a Supporting Role,0,Amy Ryan,Gone Baby Gone
2008,Actor in a Leading Role,1,Sean Penn,Milk
2008,Actor in a Supporting Role,1,Heath Ledger,The Dark Knight
2008,Actress in a Leading Role,1,Kate Winslet,The Reader
2008,Actress in a Supporting Role,1,Pení©lope Cruz,Vicky Cristina Barcelona
2008,Actor in a Leading Role,0,Richard Jenkins,The Visitor
2008,Actor in a Leading Role,0,Frank Langella,Frost/Nixon
2008,Actor in a Leading Role,0,Brad Pitt,The Curious Case of Benjamin Button
2008,Actor in a Leading Role,0,Mickey Rourke,The Wrestler
2008,Actor in a Supporting Role,0,Josh Brolin,Milk
2008,Actor in a Supporting Role,0,Robert Downey Jr.,Tropic Thunder
2008,Actor in a Supporting Role,0,Philip Seymour Hoffman,Doubt
2008,Actor in a Supporting Role,0,Michael Shannon,Revolutionary Road
2008,Actress in a Leading Role,0,Anne Hathaway,Rachel Getting Married
2008,Actress in a Leading Role,0,Angelina Jolie,Changeling
2008,Actress in a Leading Role,0,Melissa Leo,Frozen River
2008,Actress in a Leading Role,0,Meryl Streep,Doubt
2008,Actress in a Supporting Role,0,Amy Adams,Doubt
2008,Actress in a Supporting Role,0,Viola Davis,Doubt
2008,Actress in a Supporting Role,0,Taraji P. Henson,The Curious Case of Benjamin Button
2008,Actress in a Supporting Role,0,Marisa Tomei,The Wrestler
2009,Actor in a Leading Role,1,Jeff Bridges,Crazy Heart
2009,Actor in a Supporting Role,1,Christoph Waltz,Inglourious Basterds
2009,Actress in a Leading Role,1,Sandra Bullock,The Blind Side
2009,Actress in a Supporting Role,1,Mo'Nique,Precious: Based on the Novel 'Push' by Sapphire
2009,Actor in a Leading Role,0,George Clooney,Up in the Air
2009,Actor in a Leading Role,0,Colin Firth,A Single Man
2009,Actor in a Leading Role,0,Morgan Freeman,Invictus
2009,Actor in a Leading Role,0,Jeremy Renner,The Hurt Locker
2009,Actor in a Supporting Role,0,Matt Damon,Invictus
2009,Actor in a Supporting Role,0,Woody Harrelson,The Messenger
2009,Actor in a Supporting Role,0,Christopher Plummer,The Last Station
2009,Actor in a Supporting Role,0,Stanley Tucci,The Lovely Bones
2009,Actress in a Leading Role,0,Helen Mirren,The Last Station
2009,Actress in a Leading Role,0,Carey Mulligan,An Education
2009,Actress in a Leading Role,0,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire
2009,Actress in a Leading Role,0,Meryl Streep,Julie & Julia
2009,Actress in a Supporting Role,0,Pení©lope Cruz,Nine
2009,Actress in a Supporting Role,0,Vera Farmiga,Up in the Air
2009,Actress in a Supporting Role,0,Maggie Gyllenhaal,Crazy Heart
2009,Actress in a Supporting Role,0,Anna Kendrick,Up in the Air
2010,Actor in a Leading Role,1,Colin Firth,The King's Speech
2010,Actor in a Supporting Role,1,Christian Bale,The Fighter
2010,Actress in a Leading Role,1,Natalie Portman,Black Swan
2010,Actress in a Supporting Role,1,Melissa Leo,The Fighter
2010,Actor in a Leading Role,0,Javier Bardem,Biutiful
2010,Actor in a Leading Role,0,Jeff Bridges,True Grit
2010,Actor in a Leading Role,0,Jesse Eisenberg,The Social Network
2010,Actor in a Leading Role,0,James Franco,127 Hours
2010,Actor in a Supporting Role,0,John Hawkes,Winter's Bone
2010,Actor in a Supporting Role,0,Jeremy Renner,The Town
2010,Actor in a Supporting Role,0,Mark Ruffalo,The Kids Are All Right
2010,Actor in a Supporting Role,0,Geoffrey Rush,The King's Speech
2010,Actress in a Leading Role,0,Annette Bening,The Kids Are All Right
2010,Actress in a Leading Role,0,Nicole Kidman,Rabbit Hole
2010,Actress in a Leading Role,0,Jennifer Lawrence,Winter's Bone
2010,Actress in a Leading Role,0,Michelle Williams,Blue Valentine
2010,Actress in a Supporting Role,0,Amy Adams,The Fighter
2010,Actress in a Supporting Role,0,Helena Bonham Carter,The King's Speech
2010,Actress in a Supporting Role,0,Hailee Steinfeld,True Grit
2010,Actress in a Supporting Role,0,Jacki Weaver,Animal Kingdom
2011,Actor in a Leading Role,1,Jean Dujardin,The Artist
2011,Actor in a Supporting Role,1,Christopher Plummer,Beginners
2011,Actress in a Leading Role,1,Meryl Streep,The Iron Lady
2011,Actress in a Supporting Role,1,Octavia Spencer,The Help
2011,Actor in a Leading Role,0,Demiíçn Bichir,A Better Life
2011,Actor in a Leading Role,0,George Clooney,The Descendants
2011,Actor in a Leading Role,0,Gary Oldman,Tinker Tailor Soldier Spy
2011,Actor in a Leading Role,0,Brad Pitt,Moneyball
2011,Actor in a Supporting Role,0,Kenneth Branagh,My Week with Marilyn
2011,Actor in a Supporting Role,0,Jonah Hill,Moneyball
2011,Actor in a Supporting Role,0,Nick Nolte,Warrior
2011,Actor in a Supporting Role,0,Max von Sydow,Extremely Loud & Incredibly Close
2011,Actress in a Leading Role,0,Glenn Close,Albert Nobbs
2011,Actress in a Leading Role,0,Viola Davis,The Help
2011,Actress in a Leading Role,0,Rooney Mara,The Girl with the Dragon Tattoo
2011,Actress in a Leading Role,0,Michelle Williams,My Week with Marilyn
2011,Actress in a Supporting Role,0,Bí©rí©nice Bejo,The Artist
2011,Actress in a Supporting Role,0,Jessica Chastain,The Help
2011,Actress in a Supporting Role,0,Melissa McCarthy,Bridesmaids
2011,Actress in a Supporting Role,0,Janet McTeer,Albert Nobbs
2012,Actor in a Leading Role,1,Daniel Day-Lewis,Lincoln
2012,Actor in a Supporting Role,1,Christoph Waltz,Django Unchained
2012,Actress in a Leading Role,1,Jennifer Lawrence,Silver Linings Playbook
2012,Actress in a Supporting Role,1,Anne Hathaway,Les Misí©rables
2012,Actor in a Leading Role,0,Bradley Cooper,Silver Linings Playbook
2012,Actor in a Leading Role,0,Hugh Jackman,Les Misí©rables
2012,Actor in a Leading Role,0,Joaquin Phoenix,The Master
2012,Actor in a Leading Role,0,Denzel Washington,Flight
2012,Actor in a Supporting Role,0,Alan Arkin,Argo
2012,Actor in a Supporting Role,0,Robert De Niro,Silver Linings Playbook
2012,Actor in a Supporting Role,0,Philip Seymour Hoffman,The Master
2012,Actor in a Supporting Role,0,Tommy Lee Jones,Lincoln
2012,Actress in a Leading Role,0,Jessica Chastain,Zero Dark Thirty
2012,Actress in a Leading Role,0,Emmanuelle Riva,Amour
2012,Actress in a Leading Role,0,Quvenzhaní© Wallis,Beasts of the Southern Wild
2012,Actress in a Leading Role,0,Naomi Watts,The Impossible
2012,Actress in a Supporting Role,0,Amy Adams,The Master
2012,Actress in a Supporting Role,0,Sally Field,Lincoln
2012,Actress in a Supporting Role,0,Helen Hunt,The Sessions
2012,Actress in a Supporting Role,0,Jacki Weaver,Silver Linings Playbook
2013,Actor in a Leading Role,1,Matthew McConaughey,Dallas Buyers Club
2013,Actor in a Supporting Role,1,Jared Leto,Dallas Buyers Club
2013,Actress in a Leading Role,1,Cate Blanchett,Blue Jasmine
2013,Actress in a Supporting Role,1,Lupita Nyong'o,12 Years a Slave
2013,Actor in a Leading Role,0,Christian Bale,American Hustle
2013,Actor in a Leading Role,0,Bruce Dern,Nebraska
2013,Actor in a Leading Role,0,Leonardo DiCaprio,The Wolf of Wall Street
2013,Actor in a Leading Role,0,Chiwetel Ejiofor,12 Years a Slave
2013,Actor in a Supporting Role,0,Barkhad Abdi,Captain Phillips
2013,Actor in a Supporting Role,0,Bradley Cooper,American Hustle
2013,Actor in a Supporting Role,0,Michael Fassbender,12 Years a Slave
2013,Actor in a Supporting Role,0,Jonah Hill,The Wolf of Wall Street
2013,Actress in a Leading Role,0,Amy Adams,American Hustle
2013,Actress in a Leading Role,0,Sandra Bullock,Gravity
2013,Actress in a Leading Role,0,Judi Dench,Philomena
2013,Actress in a Leading Role,0,Meryl Streep,August: Osage County
2013,Actress in a Supporting Role,0,Sally Hawkins,Blue Jasmine
2013,Actress in a Supporting Role,0,Jennifer Lawrence,American Hustle
2013,Actress in a Supporting Role,0,Julia Roberts,August: Osage County
2013,Actress in a Supporting Role,0,June Squibb,Nebraska
2014,Actor in a Leading Role,1,Eddie Redmayne,The Theory of Everything
2014,Actor in a Supporting Role,1,J.K. Simmons,Whiplash
2014,Actress in a Leading Role,1,Julianne Moore,Still Alice
2014,Actress in a Supporting Role,1,Patricia Arquette,Boyhood
2014,Actor in a Leading Role,0,Steve Carell,Foxcatcher
2014,Actor in a Leading Role,0,Bradley Cooper,American Sniper
2014,Actor in a Leading Role,0,Benedict Cumberbatch,The Imitation Game
2014,Actor in a Leading Role,0,Michael Keaton,Birdman or (The Unexpected Virtue of Ignorance)
2014,Actor in a Supporting Role,0,Robert Duvall,The Judge
2014,Actor in a Supporting Role,0,Ethan Hawke,Boyhood
2014,Actor in a Supporting Role,0,Edward Norton,Birdman or (The Unexpected Virtue of Ignorance)
2014,Actor in a Supporting Role,0,Mark Ruffalo,Foxcatcher
2014,Actress in a Leading Role,0,Marion Cotillard,"Two Days, One Night"
2014,Actress in a Leading Role,0,Felicity Jones,The Theory of Everything
2014,Actress in a Leading Role,0,Rosamund Pike,Gone Girl
2014,Actress in a Leading Role,0,Reese Witherspoon,Wild
2014,Actress in a Supporting Role,0,Laura Dern,Wild
2014,Actress in a Supporting Role,0,Keira Knightley,The Imitation Game
2014,Actress in a Supporting Role,0,Emma Stone,Birdman or (The Unexpected Virtue of Ignorance)
2014,Actress in a Supporting Role,0,Meryl Streep,Into the Woods
2015,Actor in a Leading Role,1,Leonardo DiCaprio,The Revenant
2015,Actor in a Supporting Role,1,Mark Rylance,Bridge of Spies
2015,Actress in a Leading Role,1,Brie Larson,Room
2015,Actress in a Supporting Role,1,Alicia Vikander,The Danish Girl
2015,Actor in a Leading Role,0,Bryan Cranston,Trumbo
2015,Actor in a Leading Role,0,Matt Damon,The Martian
2015,Actor in a Leading Role,0,Michael Fassbender,Steve Jobs
2015,Actor in a Leading Role,0,Eddie Redmayne,The Danish Girl
2015,Actor in a Supporting Role,0,Christian Bale,The Big Short
2015,Actor in a Supporting Role,0,Tom Hardy,The Revenant
2015,Actor in a Supporting Role,0,Mark Ruffalo,Spotlight
2015,Actor in a Supporting Role,0,Sylvester Stallone,Creed
2015,Actress in a Leading Role,0,Cate Blanchett,Carol
2015,Actress in a Leading Role,0,Jennifer Lawrence,Joy
2015,Actress in a Leading Role,0,Charlotte Rampling,45 Years
2015,Actress in a Leading Role,0,Saoirse Ronan,Brooklyn
2015,Actress in a Supporting Role,0,Jennifer Jason Leigh,The Hateful Eight
2015,Actress in a Supporting Role,0,Rooney Mara,Carol
2015,Actress in a Supporting Role,0,Rachel McAdams,Spotlight
2015,Actress in a Supporting Role,0,Kate Winslet,Steve Jobs
2016,Actor in a Leading Role,0,Casey Affleck,Manchester by the Sea
2016,Actor in a Leading Role,0,Andrew Garfield,Hacksaw Ridge
2016,Actor in a Leading Role,0,Ryan Gosling,La La Land
2016,Actor in a Leading Role,0,Viggo Mortensen,Captain Fantastic
2016,Actor in a Leading Role,0,Denzel Washington,Fences
2016,Actress in a Leading Role,0,Isabelle Huppert,Elle
2016,Actress in a Leading Role,0,Ruth Negga,Loving
2016,Actress in a Leading Role,0,Natalie Portman,Jackie
2016,Actress in a Leading Role,0,Emma Stone,La La Land
2016,Actress in a Leading Role,0,Meryl Streep,Florence Foster Jenkins
